 PR,,,Average, latency,traffic,carbon,,LRU latency,traffic,carbon,,NAZ latency,traffic,carbon
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
0.00E+00,,,,,,,,,,,,,,
